Keyword ,Rating ,Last Seen,Suggested Bid,Monthly Searches
Alice Campello,38,2019-06-10 15:00:00,0.00,0
Paolo Yrizar,38,2019-06-10 15:00:00,0.00,0
Felipe Orucuta,38,2019-06-10 15:00:00,0.00,0
Migrantes Chiapas,35,2019-04-28 00:30:00,0.00,0
Enrique Peña Nieto,34,2019-02-11 12:30:00,0.00,0
Stormi,34,2019-02-11 12:30:00,0.00,0
Chelsea,34,2019-02-11 12:30:00,0.00,0
Fuerza Aérea,34,2019-02-11 12:30:00,0.00,0
"Venezuela, coronel",34,2019-02-11 12:30:00,0.00,0
Guaidó militares,33,2019-05-05 16:00:00,0.00,0
Nicolás Castillo,33,2019-05-05 16:00:00,0.00,0
California tiroteo,32,2019-04-28 16:31:00,0.00,0
Tsunami Indonesia,32,2019-04-13 08:00:00,0.00,0
"Suecia, explosión",32,2019-06-08 08:30:00,0.00,0
"Ramos, AMLO",32,2019-04-13 08:00:00,0.00,0
Adolfo Bautista,32,2019-06-08 08:30:00,0.00,0
Diosdado Cabello,32,2019-06-08 08:30:00,0.00,0
AMLO Pemex,31,2019-03-30 08:30:00,0.00,0
"Refinería, AMLO",31,2019-05-11 07:30:00,0.00,0
"Caracas, protestas",31,2019-04-07 06:30:00,0.00,0
Lupita González,30,2019-05-11 07:30:00,0.00,0
Marco Adame,30,2019-05-18 07:00:00,0.00,0
Evo Morales,30,2019-02-23 08:30:00,0.00,0
"Noruega, Maduro",30,2019-05-18 07:00:00,0.00,0
Penélope Cruz,30,2019-05-11 07:30:00,0.00,0
Pérez Rubalcaba,30,2019-05-11 07:30:00,0.00,0
Edgar Zambrano,30,2019-05-11 07:30:00,0.00,0
Aranceles de Trump,29,2019-06-01 07:00:00,0.00,0
Paul Pogba,29,2019-04-27 07:00:00,0.00,0
Irlanda del Norte,29,2019-04-20 06:30:00,0.00,0
Kendall Jenner,29,2019-05-25 07:00:00,0.00,0
Informe de Mueller,29,2019-04-20 06:30:00,0.00,0
Jorge Arreaza,29,2019-04-27 07:00:00,0.00,0
Manuel Pazos,29,2019-05-25 07:00:00,0.00,0
Colombia militares,29,2019-05-25 07:00:00,0.00,0
Oscar Arias,29,2019-02-09 08:00:00,0.00,0
Incendio Flamengo,29,2019-02-09 08:00:00,0.00,0
Emiliano Salinas,29,2019-05-25 07:00:00,0.00,0
Clausura,29,2019-02-16 08:00:00,0.00,0
Derrumbe Sudáfrica,29,2019-04-20 06:30:00,0.00,0
Antonio Banderas,29,2019-02-09 08:00:00,0.00,0
Padre de Sala,29,2019-04-27 07:00:00,0.00,0
AMLO Badiraguato,29,2019-02-15 17:40:00,0.00,0
Brexit acuerdo,29,2019-02-16 08:00:00,0.00,0
Pasión de Cristo,29,2019-04-20 06:30:00,0.00,0
México Venezuela,29,2019-02-09 08:00:00,0.00,0
Muro de Trump,29,2019-02-16 08:00:00,0.00,0
Viernes Santo,29,2019-04-20 06:30:00,0.00,0
"Obrador, Pemex",29,2019-03-09 08:00:00,0.00,0
"Iván Duque, OEA",29,2019-02-16 08:00:00,0.00,0
Manchester United,29,2019-03-16 07:00:00,0.00,0
San Valentín,29,2019-02-15 17:40:00,0.00,0
Cumbre G20,28,2019-06-29 06:30:00,0.00,0
Nueva Zelanda ataque,28,2019-03-16 06:30:00,0.00,0
Diego Carlos,28,2019-06-01 07:00:00,0.00,0
Miguel Bosé,28,2019-06-29 06:30:00,0.00,0
Alonso Ancira,28,2019-06-29 06:30:00,0.00,0
DACA,28,2019-06-29 06:30:00,0.00,0
Dalai Lama,28,2019-06-29 06:30:00,0.00,0
UEFA,27,2019-03-23 06:30:00,0.00,0
"Maduro, complot",27,2019-03-25 03:00:00,0.00,0
"Venezuela, desertores",27,2019-03-25 03:00:00,0.00,0
La Manada,27,2019-06-22 06:30:00,0.00,0
Cumbre Trump Kim,27,2019-03-02 07:30:00,0.00,0
AMLO aeropuerto,27,2019-03-02 07:30:00,0.00,0
Chile mineros,27,2019-06-15 06:30:00,0.00,0
Explosión China,27,2019-03-23 06:30:00,0.00,0
Incendio Indonesia,27,2019-06-22 06:30:00,0.00,0
Takefusa Kubo,27,2019-06-15 06:30:00,0.00,0
"Pakistan, India",27,2019-03-02 07:30:00,0.00,0
AMLO Colosio,27,2019-03-23 06:30:00,0.00,0
"Dora, la exploradora",27,2019-03-25 03:00:00,0.00,0
"Australia, ciclón",27,2019-03-25 03:00:00,0.00,0
"Trump, Irán",27,2019-06-22 06:30:00,0.00,0
Fatimih Dávila Sosa,26,2019-05-04 05:00:00,0.00,0
Santiago Enríquez,26,2019-05-04 05:00:00,0.00,0
Ciclón Fani,26,2019-05-04 05:00:00,0.00,0
Oposición CRE,21,2019-04-05 10:00:00,0.00,0
Scarlett Johansson,17,2019-05-30 16:30:00,0.00,0
Argentina huelga,17,2019-05-30 16:30:00,0.00,0
World Wide Web,15,2019-03-12 20:00:00,0.00,0
"Islas Marías, cierre",15,2019-03-12 20:00:00,0.00,0
Unión Europea,15,2019-02-08 17:30:00,0.00,0
Lula da Silva,15,2019-02-08 17:30:00,0.00,0
Jesucristo,14,2019-04-21 14:00:00,0.00,0
Felipe Calderón,9,2019-02-12 17:00:00,0.00,0
AMLO gobierno,3,2019-04-15 17:00:00,0.00,0
Alejandro Armenta,1,2019-04-02 08:30:00,0.00,0
Vicente Fox,1,2019-04-21 07:00:00,0.00,0
"Venezuela, protestas",1,2019-02-12 13:00:00,0.00,0
Precios del Gas,1,2019-05-06 15:30:00,0.00,0
EE.UU frontera,1,2019-04-03 08:30:00,0.00,0
Aideé Mendoza UNAM,1,2019-04-30 16:00:00,0.00,0
Albert Einstein,1,2019-02-13 18:00:00,0.00,0
Airbnb,1,2019-04-30 16:00:00,0.00,0
Columbine,1,2019-04-21 07:00:00,0.00,0
